id,name,Title,Conference,Journal,Volume,Year,Authors,Abstract,Keywords
541660,Data-Warehouse-with-Big-Data-Technology-for-Higher_2017_Procedia-Computer-Sc.pdf,"Data Warehouse with Big Data Technology for Higher Education
",ISICO 2017,Procedia Computer Scienc,124,2017,"Leo Willyanto Santoso, Yulia
","Nowadays, data warehouse tools and technologies cannot handle the load and analytic process of data into meaningful information
for top management. Big data technology should be implemented to extend the existing data warehouse solutions. Universities
already collect vast amounts of data so the academic data of university has been growing significantly and become a big academic
data. These datasets are rich and growing. University???s top-level management needs tools to produce information from the records.
The generated information is expected to support the decision-making process of top-level management. This paper explores how
big data technology could be implemented with data warehouse to support decision making process. In this framework, we propose
Hadoop as big data analytic tools to be implemented for data ingestion/staging. The paper concludes by outlining future directions
relating to the development and implementation of an institutional project on Big Data.
","Data Warehouse; Big Data; Academic; Hadoop; Higher Education; Analysis
"
541661,Design-and-Implementation-of-Real-Time-Mobile-based-Wat_2017_Procedia-Comput.pdf,"Design and Implementation of Real-Time Mobile-based Water
Temperature Monitoring System",ISICO 2017,Procedia Computer Science,124,2017,"
Paul B. Bokingkito Jr, Orven E. Llantos
","
In this age of international trade and competition, the aquaculture industry needs to plan and implement a technology that will
address issues concerning global food security. In modern aquaculture management, a remote water quality monitoring and
computer-controlled intensive culture is the future trend in aquaculture. The objective of this research is to design and develop a
real-time mobile-based water temperature monitoring system capable of decreasing the reliance on manpower at the monitoring
site to reduce the cost and to assess fish production cycle and fish grow-out system. The system implementation resulted in a
monitoring system that collects the current water temperature from the core-controller in real-time. Also, the system provides and
displays information that includes normal range, maximum, minimum, average and findings of the collected temperatures. The
results obtained in this study has shown the ability of data acquisition in the remote and real-time detection of water temperature
accurately and efficiently. It provides decision support to help and guide fisher folks in avoiding distress to fish and obtaining the
optimum water temperature range.
","water temperature monitoring; cloud computing; fog computing; RESTful API; mobile; IOT
"
541662,Designing-an-Effective-Collaboration-using-Information-T_2017_Procedia-Compu.pdf,"Designing an Effective Collaboration using Information Technology
Towards World Class University",ISICO 2017,Procedia Computer Science,124,2017,"
Linda Salma Angreani, Annas Vijaya
","
One of the challenges in achieving success in the global competition for the government is to set up higher education institutions
to be able to become a World Class University (WCU). It is believed that to address this challenge they need effective
collaboration for both internally and externally where information technology (IT) is set as an enabler. However, in fact, this
research has found that it is still not utilized effectively although the need for the collaboration has clearly stated in the
organization???s strategic direction. This paper aims to increase such an effective collaboration model for higher education in
Indonesia towards WCU. By using one of reputable state Islamic universities in Indonesia as research object, UIN Maliki
Malang, which consist of more than 17,000 students and staffs, this paper proposing a collaboration architecture model equipped
with suitable supporting tools. As approaching methods, we use business model design and transformation by mapping study
object???s business strategic programs into proven collaborative model and their strategic planning of IS/IT. The result of the
analysis conducted in the research shows that the majority of the strategic direction of UIN Maliki Malang requires collaboration
using information technology both internally and externally. Additionally, UIN Maliki Malang also has facilitated by several
collaborations tools within the organization. However, they still need a formal collaboration architecture model to achieve their
strategic direction goals effectively. Thus, through the achievement of collaboration effectiveness using information technology,
the achievement of a world class university can be realized.","Collaboration; Information Technology; World Class University
"
541663,Determinants-of-CAATT-acceptance--Insights-from-public_2017_Procedia-Compute.pdf,"Determinants of CAATT acceptance: Insights from public
accounting firms in Indonesia",ISICO 2017,Procedia Computer Science,124,2017,"
Muhammad Rifki Shihab, Nina Meilatinova, Achmad Nizar Hidayanto, Herkules
","
This paper was aimed to understand the antecedents of CAATT adoption by external auditors in public accounting firms. The
underlying research model was adapted from Technology Adoption Model (TAM) with the inclusion of external variables. A
total of eleven factors were tested as determinants of CAATT???s acceptance. A total of 141 sample data were gathered from
various public accounting firms who avidly use CAATT in the greater Jakarta region. The data was then analyzed statistically
using Partial Least Square (PLS) Structural Equational Modeling (SEM) techniques. The results provided empirical evidences
than CAATT adoption was directly influenced by behavioral intention, perceived usefulness and perceived ease of use. External
variables that were deemed as antecedents of perceived usefulness include output quality and result demonstrability. Finally,
perceived ease of use was influenced by technological complexity and computer self-efficacy.
","CAATT; PLS; SEM; Audit; Technology Acceptance; TAM;
"
541664,Developing-an-Information-Security-Policy--A-Case-S_2017_Procedia-Computer-S.pdf,"Developing an Information Security Policy: A Case Study Approach
",ISICO 2017,Procedia Computer Science,124,2017,Fayez Hussain Algahtani,"Organisational information and data must be protected from active and passive attacks and secured from illegal access, unwanted
interruption, unauthorised alteration or annihilation. Many organisations fall victim to such attacks due to weak information
security policies (ISPs). Also, disrupting these IS policies by IT users makes organisations under information security threats.
This study explored the implementation of ISPs within a large organisation to evaluate policy adequacy and to determine user
awareness and compliance with such policies. Employing a case study approach, this research found that the information security
focus areas included in this organisation ISPs are password management; use of email, the Internet and social networking sites;
mobile computing; and information handling. However, the maturity levels of these elements varied among focus areas due to a
lack of ISP awareness and compliance among users.
","Information Security; Information Security Policy; IS Awareness; ISP Maturity; Case Study.
"
541665,Developing-Salesperson-Performance-Indicators-on-Inst_2017_Procedia-Computer.pdf,"Developing Salesperson Performance Indicators on Instant
Messaging Platform",ISICO 2017,Procedia Computer Science,124,2017,"
Amna Shifia Nisafani, Arif Wibisono, Safrina Kharisma Imandani, Radityo Prasetianto Wibowo","
The advancement of information technology has made hyper channels for sales initiatives possible. One emerging channel is instant
messaging. Instant messaging (such as mobile chatting) is a prevalent sales channel for today online shop. There are two
fundamental reasons for the adoption: 1) easy to install 2) high customer personalization. Unfortunately, the asynchronous natures
of the channel have led to the difficulties of measuring salesperson performance. Distinct to synchronous communication in which
two involved parties should concurrently active during the communication process (such as telephoning), the asynchronous
communication does not require so. As a result, long response does not necessarily mean that the communication process fails and
the sales closing invalidated. While there are plenty available methods to measure sales performance over non instant messaging
platforms, the method to gauge sales performance over instant messaging platform still under searched. Hence, this research
develops a method to assess salespersons performance. For the methodology, there are three steps namely analyzing mobile chat
transcript, identifying relevant variables, and defining suitable measurement. The identified variables and their measurements will
be the new indicators. To this point, we use real data set from a Japanese-style cookware online shop called forbento.com. The
result of this research are five performance indicators, namely response time, sales closure rate, sales product quantity, sales
amount, and product variant
","Instant Messaging; Mobile Chat; Customer Relationship Management; Call Center, Salespersons; Enterprise Systems; "
541666,Development-of-Android-Application-for-Courier-Moni_2017_Procedia-Computer-S.pdf,"Development of Android Application for Courier Monitoring
System",ISICO 2017,Procedia Computer Science,124,2017,"
Faizal Johan Atletiko","
Accuracy and precision are two important factors which must be fulfilled in distribution of goods, so the business proses lifecycle
of an enterprise or company would run properly. However, at the time of the distribution process performed, a problem could occur.
A complicated ordering flow can be one of the problem as happened in the distribution of medicine to pharmacies or hospitals.
Medicine can be ordered when distributors assign some of its salesman for visiting pharmacies or hospitals and offer medicine to
be sold. Pharmacies who will order must create a letter and handed it to the salesman. All orders from some pharmacies or hospitals
will be entered into the order book manually by the salesman. Afterwards, order book returned to distributor and after going
through several process again, the order will be sent to the pharmacy or hospital. That issue is the topic of this research, which at
the time of delivery of order, courier could be negligent. Therefore, courier needs to be monitored to determine whether the order
has been shipped or not. The purpose of this research is to design and build a courier monitoring system. Application is an android
based application using GPS Location to trace courier location, and Android Cloud to Device Messaging for push notification
feature. There are three modules for users of this application. Application in part one will be used by the medicine distributor
company. The second one are used by the salesman to make an order while at the customer premises. The last part are used by the
courier for order information and customer location. With this courier monitoring system, pharmacies or hospitals could order
medicine quickly and in the right amount. This application can also help distributors in order to monitor location of the courier.
So that the business process of both parts would run properly.","Mobile Application Development; Courier Monitoring System; Pharmacy Distribution; Medicine Courier; Android C2DM; Tracking
"
541667,Development-of-mobile-electronic-nose-for-beef-qual_2017_Procedia-Computer-S.pdf,"Development of mobile electronic nose for beef quality monitoring
",ISICO 2017,Procedia Computer Science,124,2017,"Dedy Rahman Wijaya, Riyanarto Sarno, Enny Zulaika, Shoffi Izza Sabila","
Meat is one of foodstuff that widely consumed in the world. Unfortunately, the quality of meat can easily degrade if not handled
properly and become the serious health hazards if consumed. Hence, the food safety system is very important to guarantee the
quality of food to be consumed. In this study, we introduced the development of mobile electronic nose for beef quality detection
and monitoring. This system is developed using low-cost hardware and possible to integrate with cooling box or refrigerator for
real time monitoring and analysis during distribution and storage processes. K-Nearest Neighbor with signal preprocessing is
used to classify two, three, and four classes of beef. The experimental results show that the system can perfectly distinguish fresh
and spoiled beef. Moreover, it has promising classification accuracy for binary, three classes, and four classes classification with
93.64%, 86.00%, and 85.50%, respectively. Hence, this system has a potential solution to provide low-cost, easy to use, and real-
time meat quality monitoring system.
",Mobile Electronic Nose; Beef Quality Monitoring; Classification; K-Nearest Neighbor
541668,Disaster-Knowledge-Management-Analysis-Framework-Utilizing_2017_Procedia-Com.pdf,"Disaster Knowledge Management Analysis Framework Utilizing
Agent-Based Models: Design Science Research Approach",ISICO 2017,Procedia Computer Science,124,2017,"
Dedi Iskandar Inan, Ghassan Beydoun","
Disaster Management (DM) knowledge has long been acknowledged as playing a significant role in reducing the impact caused
by disasters. It helps people at the decision-making level to produce contextual decisions, as they are produced from the
interaction of the involved social entities and their experiences and those who are on the ground to appropriately react towards
the disaster. While it is seen as critical the DM activities, its adoption is still challenging due to its complex structure and
availability. This paper employs the Design Science Research (DSR) methodology in Information System (IS) research to
develop and validate a knowledge transfer analysis framework to unify access to semi-structured DISPLANs (Disaster
Management Plans) through a unified repository. In the development, Agent-Based Models (ABMs) are used to code the
DISPLANs to enable their transfer into a repository. The Meta Object Facility (MOF) Metamodeling Framework is then used to
create a repository that is ready for storing the content of ABMs. This developed framework is then validated using a real case
study of the flood DISPLAN of the State Emergency Service (SES) the State of Victoria, Australia. At the end, this paper
contributes to: (1) a validated knowledge transfer analysis framework supporting DM resilience endeavors; (2) demonstrate the
DSR methodology as a frame for IS research.
","Disaster Management; Design Science Research; Agent-Based Model; Knowledge Management; Metamodeling
"
541669,Effects-of-Technology-Readiness-Towards-Acceptance-of-M_2017_Procedia-Comput.pdf,"Effects of Technology Readiness Towards Acceptance of
Mandatory Web-Based Attendance System",ISICO 2017,Procedia Computer Science,124,2017,"
Mahendra Adhi Nugroho, M. Andryzal Fajar
","
This study explores the effect of technology readiness on a mandatory web-based system. Using technology readiness indicators,
this study sought to understand the effect of optimism on the perceived case of use and perceived usefulness, effect of
innovativeness on the perceived ease of use and perceived usefulness, the effect of discomfort on the perceived ease of use and
perceived usefulness, the effect of insecurity on the perceived ease of use and perceived usefulness, and the effect of perceived
ease of use and perceived usefulness towards behavior intention in using technology. This study uses 368 respondents and the
responses were analyzed using Partial Least Square (PLS) approach with the help of software Smart PLS 3.2.0. The result shows
interested finding, only two variables (optimism and innovativeness) were supported while the rest were rejected.
","Technology readiness; Perceived Usefulness; Erceived Ease of Use; Mandatory Web-Based Attendance System
"
541670,Effects-of-Word-Class-and-Text-Position-in-Sentiment-b_2017_Procedia-Compute.pdf,"Effects of Word Class and Text Position in Sentiment-based News
Classification",ISICO 2017,Procedia Computer Scienc,124,2017,"
June Ling Ong Hui, Gan Keng Hoon, Wan Mohd Nazmee Wan Zainon
","
In news domain, sentiments captured in the form of sentiment labels (emoticon) give a quick feedback of reactions towards the
contents of the news. As these reactions are valuable indicators for social and political well beings, we are motivated to automate
the classification of news texts based on these indicators, e.g. happy, sad, angry, amused etc. Unlike other review texts that contain
more explicit words which can be interpreted directly for sentiment classification, news texts mostly report facts and figures. This
resulted in needs to identify whether contents of news can be exploited for classification or otherwise. Hence, in this work, a study
is conducted to analyze and determine the relevant key parts of news contents that can be to be used for sentiment-based
classification. Two criteria, i.e. text Part of Speech and text position, which could possible influence the training of the classifier
are studied. Evaluations are conducted on the collection of 250 English news texts labelled with sentiments from sentiment voting
system. The results for sentiment-based category has recorded F score of 0.422 whereas for polarity-based category has recorded
F score of 0.837. The study has shown that when finer categories (e.g. happy, sad etc.) are used, the inspected criteria are less
effectively; however, when these categories are based on polarity orientations, the outcomes show potentials of the proposed criteria
especially for text positioned at headlines and text using adjective words.
","News Sentiment; Text Classification, Text Analysis
"
541671,E-Government-Integration-through-Implementation-of-web-base_2017_Procedia-Co.pdf,"E-Government Integration through Implementation of web-based
GIS on Community Health monitoring in Jembrana Regency, Bali",ISICO 2017,Procedia Computer Science,124,2017,"
Jatmiko Wahyu Nugroho Joshua, I Putu Agus Swastika, Tri Oktin Windha Daniaty
","
To achieved the goal of Healthy Indonesia, The Minister of Health, Republic of Indonesia issued a ministerial regulation, about
Guidelines For The Program Of Healthy Indonesian Programs with Family Approach, and in the Ministerial Regulation states
that Implementation of Healthy Indonesia Program with Family Approach implemented by Puskesmas (Community Health
Centers), to support the achievement of a Healthy Indonesia goal which is mandated to the puskesmas, it is necessary to integrate
it into the Blueprint for e-Government implementation in Jembrana Regency. Through implementation of E-Prokesmas, Head of
Central Community Center and also Regency Health Office can monitor the achievement of healthy family in its working area,
according to health indicators as government requirements on web-based GIS dashboard. The information displayed in E-
Prokesmas not only display the health level status of the community (percentage of the healthy population, number of pre-
healthy percentage and number of newborn mothers), but it can also be a source of information for officer action in conducting
health monitoring of sick members in the residential district.
","e-Government; e-Health; GIS; Community Health Monitoring; Indonesia
"
541672,Estimating-Gas-Concentration-using-Artificial-Neural-N_2017_Procedia-Compute.pdf,"Estimating Gas Concentration using Artificial Neural Network for
Electronic Nose
",ISICO 2017,Procedia Computer Science,124,2017,"Shoffi Izza Sabilla, Riyanarto Sarno, Joko Siswantoro","
E-nose is a sensor used to detect the existence of gas in the air. Some types of sensor has the ability to detect certain gas and
also has different datasheet. Slope deflection is the method to determine the suitable sensor for the experiment. E-nose with MQ
Family produces the ratio of existing air and base line air resistance, and it is usually equipped with a datasheet containing the
consecration of detected gas in a certain value of the sensor to convert the output to the concentration of detected gas. The ratio
is used to estimate the concentration of a gas. In this paper, Artificial neural network is used to estimate the concentration of a
gas in the air based on the ratio. Providing the accurate calculation of the ratio is very important to increase the Electronic nose
performance, and the result of this experiment showed that the Artificial neural network method achieves a good performance with
smaller RMSE of 0.0433 compared with the existing methods.
","Artifical Neural Network, Sensor, Electronic Nose, Mangoes Ripeness
"
541673,Engaging-with-Customer-Using-Social-Media-Platform--A-_2017_Procedia-Compute.pdf,"Engaging with Customer Using Social Media Platform: A Case
Study of Malaysia Hotels",ISICO 2017,Procedia Computer Scien,124,2017,"
Kamarul Faizal Hashim, Nawar Abbood Fadhil","
Social media is gaining its popularity among hotel operators as one of the important platforms to market their facilities and establish
relationship with customers. In general, most of previous studies that examine this topic focuses on the effects of using social media
among hotel operators (i.c., electronic words of mouth); and examine the adoption issue of this platform. However not much of
attention given towards understanding how hotels are utilizing this platform to engage with their customers. This study aims to
understand the implementation, challenges and technique used to measure the level of engagement using social media platform
among hotel operators in Malaysia. This study adopts a qualitative case study approach and the data are collected using a semi-
structured interviewing technique. The data were analyzed using content analysis technique. In general, the results indicated that
five-star hotels in Malaysia is not utilizing Facebook platform at its fullest potentials. Hotel operators are having challenges in
maintaining the level of engagement with the customers and above all, hotel operators in Malaysia does not have good knowledge
on how to measure their level of engagement with the customers. This study ended with suggestions on how to measure customer
level of engagement using Facebook platform and discussion related to research limitations.
","Social media; Interactions; Online engagement; Tourism and Hospitality.
"
541674,ERP-Post-Implementation-Review-with-Process-Mining--A-_2017_Procedia-Compute.pdf,"ERP Post Implementation Review with Process Mining: A Case of
Procurement Process",ISICO 2017,Procedia Computer Science,124,2017,"
Mahendrawathi ER, Shania Olivia Zayin, Firman Jati Pamungkas
","
This paper promotes the use of process mining and root-cause analysis from BPM field to conduct post implementation review of
ERP implementation at business process level. First, literature on ERP post implementation, measure of success, ERP lifecycle
and process mining are reviewed. Then, a case study on a agricultural chemicals company that recently implemented an ERP
systems is conducted. The focus of the case study is procurement process in the company. Interviews are conducted with
procurement staffs in the company to obtain the standard procurement process. Then, data is extracted and structured into event
logs. The event log is processed with Disco to discover the process model. Analysis was done to discover the normal and unusual
paths in procurement process. ERP implementation is expected to increase efficiency of the procurement operation in terms of
cycle time reduction. The process mining results show that some of the activities are very uncontrolled i.e. sometimes it can be
done in a short time but in other cases it took a long time. The activity can be done quickly because the procedure is bypassed.
The bottlenecks occur due to technical issues (error in the systems), data migration issues (the introduction of new material
numbering and categories) and cultural issues (high dependency of hard copy approval). These issues need to be resolved so that
the company can realize the operational efficiency benefit and eventually long-term strategic benefit of ERP implementation.
","Post Implementation review; Process Mining; Procurement; SAP Materials Management
"
541675,Evaluation-of-E-Commerce-Product-Reviews-Based-on-Structu_2017_Procedia-Comp.pdf,"Evaluation of E-Commerce Product Reviews Based on Structural,
Metadata, and Readability Characteristics",ISICO 2017,Procedia Computer Science,124,2017,"

Rully Agus Hendrawan*, Erma Suryani, Rani Oktavia
","
Online customer reviews have important role in buying decision process. Nowadays, there are a lot of customer reviews available
in online marketplace so that customer can read those reviews for better understanding about product or service that they will
purchase. Customer online reviews become important complementary information besides product description, expert reviews, and
recommendation from the system. However, due to abundant reviews, it become unclear whether these reviews have good quality
and useful for other customers. Based on a survey, 87% customers will read at least 10 reviews before deciding to buy product.
New online customer reviews might have good quality but since it wasn't popular yet, the reviews will be missed by other
customers. Therefore, it is necessary to evaluate the quality of customer reviews. Quality evaluation can be done based on three
characteristics which are structural, metadata, and readability. Final calculation is being done using weighted sum. Feature that
mostly affects quality rating of consumer review is the score of readability characteristics.
","Product Metadata; Online Customer Reviews; Metadata Quality
"
541676,Exploratory-Study-of-SMEs-Technology-Adoption-Readi_2017_Procedia-Computer-S.pdf,"Exploratory Study of SMEs Technology Adoption Readiness
Factors",ISICO 2017,Procedia Computer Science,124,2017,"Mahendra Adhi Nugroho, Arief Zuliyanto Susilo, M. Andryzal Fayar, Diana Rahmawati","
The rapid technological development in recent decades has influenced the business world. One of the most developed technology
is information technology. In addition to large companies, SMEs should also start using information technology to improve its
competitiveness. Despite its popular perceived benefit in assisting business, the level of information technology usage in SMEs in
Yogyakarta is very low. This research is conducted by using qualitative methods with SMEs in Yogyakarta as the research samples.
The samples are business owners of selected SMEs in Yogyakarta who has different background in education and experience. This
research focuses on their readiness and determination in implementing information technology. The research result indicates that
there are many factors affecting SMEs??? readiness to adopt information technology. Based on the research result, pressure from
customers has become one of the prominent factors. In addition to pressure from customer, in general ease of use, need and capital
are the factors affecting the readiness in adopting information technology. Furthermore, this research also revealed that urgency
factor is the main supporting factor to adopt information technology in SMEs in Yogyakarta.
","Type your keywords here, separated by semicolons;
"
541677,Factors-that-Affecting-Behavioral-Intention-in-Online-Tr_2017_Procedia-Compu.pdf,"Factors that Affecting Behavioral Intention in Online Transportation
Service: Case study of GO-JEK",ISICO 2017,Procedia Computer Science,124,2017,"
Rizky Septiani, Putu Wuri Handayani, Fatimah Azzahro
","
This study aims to analyze factors that affect the user's behavioral Intention on one of online transportation services in Indonesia:
GO-JEK. These factors are derived from several IT adoption theories, namely, Technology Acceptance Model (TAM), Theory of
Planned Behavior (TPB), and Diffusion of Innovation (DOI) theory. This study uses a quantitative approach with a total of
1,2792 collected respondents. The data gathered within this study is being analyzed using covariance based Structural Equation
Model (CB-SEM) method using AMOS 22.0 software. This study found that the factors of internal perception (perceived case of
use), external influences (subjective norm), innovation characteristic (compatibility), perceived enjoyment and variety of service
influence the behavioral intention of users on online transportation service in Indonesia.
","Behavioral intention; Indonesia; m-commerce; online transportation; GO-JEK
"
541678,Indonesia-local-government-information-completenes_2017_Procedia-Computer-Sc.pdf,"Indonesia local government information completeness on the web
",ISICO 2017,Procedia Computer Scienc,124,2017,"Fajara Kurniawan, Nur Aini Rakhmawati, Abi Nubli Abadi, Muhammad Zuhri, Wisnu Tri Sugiyanto","Electronic government or E-government is a step for bridging the government and its citizen. Indonesia Government issued a
e-government regulation which goal is providing easy and affordable information about government for their citizen. Based on
the regulation, this study aim to check quality of 548 official websites of local government where information completeness as
main criteria. Apart from that, four websites have been chosen for this study namely Wikipedia EN, WikipediaID, DBpedia ID
and DBpedia EN. Our investigation found that the official websites is still lacking on Information Completeness compared with
Wikipedia and DBpedia. Furthermore, for each criteria, less than 60 % of the official websites of local government that can provide
the information about that criteria. In addition, while searching local government name in Google, Wikipedia gets first rank for
88.6% of resluts. Therefore, the official websites of local government still need to be improved to meet the goal that stated in
regulation.
","government, website, information completeness
"
541679,Information-Privacy-Concerns-on-Teens-as-Facebook-Us_2017_Procedia-Computer-.pdf,"Information Privacy Concerns on Teens as Facebook Users in
Indonesia",ISICO 2017,Procedia Computer Science,124,2017,"
Ari Kusyanti*, Dita Rahma Puspitasari, Harin Puspa Ayu Catherina, Yustiyana April Lia Sari","Abstract

Facebook is the most popular social media among teens. In a research conducted by Crowd DNA to 13 countries, two-third of teens
aged 13-24 checking on their Facebook 14 times a day. Along with the rising of social media development and popularity, issue of
privacy concerns has become public attention. This paper attempted to investigate Facebook users??? information privacy concerns
using Internet Users??? Information Privacy Concerns (IUIPC). The data used in this research is collected from a questionnaire survey
and analyzed using Structural Equation Modelling (SEM). The result shows that although users are aware with the risk of
information loss by using Facebook, it does not have effect on their intention to use Facebook.

?? 2018 The Authors. Published by Elsevier B.V.
Peer-review under responsibility of the scientific committee of the 4th Information Systems International Conference 2017.

Keywords: Social Media; Teens; Privacy; IUIPC; SEM

1. Introduction","Social Media; Teens; Privacy; IUIPC; SEM
"
541680,Killer-Whale-Algorithm--An-Algorithm-Inspired-by-the-_2017_Procedia-Computer.pdf,"Killer Whale Algorithm: An Algorithm Inspired by the Life of
Killer Whale",ISICO 2017,Procedia Computer Science,124,2017,"
Totok R. Biyanto, Matradji, Sonny Irawan, Henokh Y. Febrianto, Naindar Afdanny,
Ahmad H. Rahman, Kevin S. Gunawan, Januar A. D. Pratama, Titania N. Bethiana","???Department of Chemical Engineering, Sepuluh Nopember Institute of Lechnology, Surabaya 60111, Indonesia
???Department of Petroleum Engineering, Universiti Teknologi PETRONAS, Malaysia
???Department of Industrial Engineering, Pusan National University, South Korea

Abstract

This paper proposed a new algorithm inspired by the life of Killer Whale. A group of Killer Whale called Matriline that consist
of a leader and members. The leader???s duty searches prey position and the optimum direction to chase the prey, meanwhile chase
the prey is performed by the members. Optimum direction means minimum direction and maximum velocity. Global optimum is
obtained by comparing the results of member???s actions. In this algorithm, if value of objective function of members more than
leader, hence the leader must find out another new potential prey. In order to obtain the performance of proposed algorithm, it is
necessary to test the new algorithm together with other algorithm using known mathematical function that available in
Comparing Continuous Optimizers (COCO) especially Black Box Optimization Benchmarking (BBOB). Optimization results
show that the performances of purposed algorithm has outperformed than others algorithms such as Genetic Algorithm (GA),
Imperialist Competitive Algorithm (ICA) and Simulated Annealing (SA).

?? I0N1R The Anthoare Puhliched hy Fleevier R V","Optimization; Killer Whale; Algorithm; Benchmark.
"
541681,Millennials--Perception-on-Mobile-Payment-Services_2017_Procedia-Computer-Sc.pdf,"Millennials Perception on Mobile Payment Services in Malaysia
",ISICO 2017,Procedia Computer Science,124,2017,"Yeow Pooi Mun, Haliyana Khalid, Devika Nadarajah","Abstract

In the early of 21st century, mobile payment became a hot topic after the burst of the internet, however its services are considered
in their infancy stage and still quite new to the consumers in Malaysia. Therefore, there is a need to investigate the factors
affecting consumers??? intention especially among the millennials to use mobile payment services in Malaysia which encourage the
development of mobile payments as an innovative alternative payment method. In this study, perceived usefulness, perceived
ease-of-use, perceived credibility and social influence were examined to identify the relationships with the consumers??? intention
to use mobile payment services in Malaysia. The Extended Technology Acceptance Model (TAM) was used to construct the
research framework of this study. Self-administered questionnaire was as the data collection tool in this study and 300 samples
from Peninsular Malaysia were collected for data analysis. The findings show that all suggested factors have significant impact in
affecting the consumers??? intention to use mobile payment services in Malaysia with perceived usefulness proved to be the
strongest determinant. The implication and limitation of this study were discussed at the end of this paper.

?? 2018 The Authors. Published by Elsevier B.V.
Peer-review under responsibility of the scientific committee of the 4th Information Systems International Conference 2017.

Keywords: E-Commerce; Mobile Payment; Mobile Commerce; Information System","E-Commerce; Mobile Payment; Mobile Commerce; Information System
"
541682,Mobile-Web-Energy-Monitoring-System-Using-DFRdui_2017_Procedia-Computer-Scie.pdf,"Mobile Web Energy Monitoring System Using DFRduino Uno
",ISICO 2017,Procedia Computer Science,124,2017,"Kristine Mae E. Galera, Orven E. Llantos","Energy consumption in residential households is very important to consumers. The rise in electricity prices have
deemed to consumers the need to conserve energy, with less to no information on their energy consumption patterns.
A step to towards energy conservation is a real time energy monitoring system which provides feedback to the
consumers, thus the consumer will be able to identify the opportunities to adjust and identify how to conserve energy.

This paper presents a real time energy monitoring system that is cost-effective and reliable, it can be used to analyze
and evaluate the output voltage or generated energy from a household appliance. A hardware device is used to gather
energy data passed and stored to a database through cloud-based RESTful API resources. These resources are then
used by the mobile web application for displaying real-time and historical energy readings.

The developed monitoring system have an accuracy rate of 94% in getting the correct energy consumption through
testing. The results of user???s feedback during testing provides insights to supplementary features which shows the
usefulness of the energy monitoring system.

?? 2018 The Authors. Published by Elsevier B.V.
Peer-review under responsibility of the scientific committee of the 4th Information Systems International Conference 2017.

Keywords: Energy Management; Home Energy Monitoring; Mobile Computing; Embedded System","Energy Management; Home Energy Monitoring; Mobile Computing; Embedded System
"
541683,Motivational-Factors-for-Knowledge-Sharing-using-Pedagogica_2017_Procedia-Co.pdf,"Motivational Factors for Knowledge Sharing using Pedagogical
Discussion Cases: Students, Educators, and Environmental Factors",ISICO 2017,Procedia Computer Science,124,2017,"
Narumon Sriratanaviriyakul, Jamal El-Den
","Abstract

This research examines the motivational factors which affect knowledge sharing among university students during the use of
pedagogical discussion cases in/out of the classroom. The research identifies three factors, namely the individual level (student???s
prior knowledge, experience and self-efficacy), the lecturer level (lecturer???s prior knowledge, experience and characteristics of
trust and fairness), and the environmental level (course context and diversity in team structure). The research was conducted on
undergraduate business students enrolled in one of the business management courses (n = 103) and analyzed using multiple
regression, a questionnaire was administered to the students and data analysis was conducted. The results of the analysis
demonstrated that the student???s prior knowledge and experience, the lecturer???s prior knowledge and experience, and the course
context positively influenced the level of knowledge sharing. In addition, the analysis demonstrated that the student???s self-
efficacy, the lecturer???s characteristics, and the diversity in team structure have no significant influence on knowledge sharing.
The implication of the study is that lecturers need to promote the students the importance of knowledge sharing as well as
understanding their subject and cultivate a positive course context and learning environment to encourage knowledge sharing
among the students.

?? 2018 The Authors. Published by Elsevier B.V.
Peer-review under responsibility of the scientific committee of the 4th Information Systems International Conference 2017.","Knowledge Sharing; Knowledge Sharing Motivation; Discussion Cases; Students; Educators; Environmental Factors
"
541684,Modified-Regression-Approach-for-Predicting-Number-of-De_2017_Procedia-Compu.pdf,"Modified Regression Approach for Predicting Number of Dengue
Fever Incidents in Malang Indonesia",ISICO 2017,Procedia Computer Science,124,2017,"
Wiwik Anggraeni, Rafika Nurmasari, Edwin Riksakomara, Febriliyan Samopa,
Raditvo Prasetvanto Wibowo, Lulus Condro T., Pujiadi","Jl. Arief Rahman Hakim, Surabaya 60111, Indonesia
???Malang Regency Health Service, Kepanjen Malang 65163, Indonesia

Abstract

This paper adopted regression approach with Least Square and Natural Logarithmic transformation in response variables to predict
the number of Dengue fever attacks in Malang Regency, Indonesia. The prediction involved weather factors. 8 models were
prepared, and it was found that the weather factor was the most influential. Some tests, including hypothesis test, were adopted to
identify the significance of the model found. The model using response variable with logarithmic natural transformation resulted
better model compared to the ones without transformation. It was also supported by the average MAPE of the model that was less
than 10%. Therefore, it was identified that the regression approach will work well if both dependent and independent variables
have relatively similar variances so that the variability of the dependent variables can be well explained by the independent variable.

?? 2018 The Authors. Published by Elsevier B.V.
Peer-review under responsibility of the scientific committee of the 4th Information Systems International Conference 2017.

Keywords: Regression; Ordinary Least Square; Prediction; Dengue Fever, Natural Logarithm","Regression; Ordinary Least Square; Prediction; Dengue Fever, Natural Logarithm
"
